text_final,sentiment
eror aja ni apk gabisa login karna jaring jelek jaring bagus udah uninstal tetep aja gak hadehhh,negatif
aplikasi nya bagus kemarin pas top up diamond game langsung dana diamond ga masuk udh minggu minggu,positif
ya aplikasi ngirim uang no dana terang udah hasil saldo udah kurang rekening si kirim saldo dana gak masuk,negatif
bayar dana cicil dana cicil limit,negatif
kasih bintang respon cepat tutup keluh usernya moga danasemakinsukses bantu lancar financial usernya,positif
apa ganggu nya banget sampe jam orang kirim uang gak tolong tingkat kualitas,negatif
aplikasi dukung judi online suka pending pending kirim uang gak rekomendasi banget pake e wallet help center bot nya cacat parah banget,negatif
dana nyaman pakai aplikasi dana gak kendala apa qr gampang transfer gampang suka bangat da aplikasi dana thanks dana dana mank,positif
main flip card muncul tulis sistem sibuk top up ujung nggak main flip card,negatif
gak ngerti dana beli paket kouta terang nya gagal uang gabisa aneh rekomen skrg mh,negatif
suka aplikasi dana mudah bayar belanja mudah good joob all the best pokok mantap,positif
ga karuan masuk akun fermuk dlu ga da pilih masuk akun kamera rusak ga fermuk tolong batu masuk akun,negatif
fitur bagus transfer karna alas aman coba,positif
tolong baik kak kadang kadang ngirim error qris nya masalah,negatif
chat customer service screenshot pas udah kirim screenshot nya chat tutup ga menit buruk customer service,negatif
verifikasi kode otp kalo nomor aktif verifikasi wajah sidik jari pin,netral
pindah akun dana premium sulit yg kartu mati mohon sulit lebih bagus,positif
ngisi saldo potong kofirmasi layan minus saldo potong aplikasi rugi mzk isi saldo potong alas tolong kembali saldo,negatif
parah limit dana cicil pakai jatuh tempo bayar,positif
pakai dana nomor aktif pas masuk verifikasi wajah hasil masuk nomor whatsapp,negatif
tdk tagih tagih bayar lunas limit dana aplikasi cantum limit nya aneh,negatif
gak becus ngurus transfer mending hapus aja fitur transfer doang pending suruh nunggu nyesel gua narok duit apk transfer kagak dibalikin duit uprit aja ga becus ngurusnya tutup aja ni aplikasi gak becus,negatif
parah aplikasi dana curi nomor wa sya mati kartu hilang bijak untk bantu buka akun sya smentara uang akun sya parah akun dana uang mreka curi,negatif
bantu mudah dlm transaksi kendala lancar terima kasih dana,positif
kecewa premium kirim uangvmalah suruh upgred dana premium dana premium,negatif
apk nya bagus tpi tolong baik notif bayar masuk apknya biar nggak lot jaring bgus,positif
tolong baik agen top up dana beta bug susah buka saldo gw situ,positif
aplikasi ga tanggung nasabah duit ilang transaksi aplikasi yg ga kintal yearly plan id komplot dana ambil otomatis tsnpa teransaksi biar viral,negatif
pakai aplikasi dana alhamdulillah sih aman aja mudah kerja bagus,positif
banget ubah dana premium terang dokumen cek selesai,negatif
saya aju dana cicil proses kali transaksi dana proses kecewa,negatif
mantap apk dana mudah cepat transaksi kendala dpt dana cicil limit usaha baik,positif
akun makan duit klo kena aplikasi makan duit jgn pakai akun danna sekongkol aplikasi yg nguras uang uang hilang aplikasi nguras duit gak tanggung,negatif
kecewa karna masuk akun dana saldo ga jelek aplikasi kaya maling,negatif
apasihh transfer bank g bisaa udh coba kali kali sia sia topup,negatif
mohon maaf ka bantu ga masuk apk dana nomor hp watshap nya blokir gak d pake sulit terima kode otp nya mohon cerah nya,negatif
scan qr blm sukses salah sistem bayar tuntas saldo sedot gimana sih gilir hubung dana pending ya abad,negatif
fitur dana cicil nya tolong muncul dah pake dana transaksi terus muncul udaa juta transaksi pake dana aja muncul nunggu aja ga muncul tolong yah admin dana kalo cepat fitur dana cicil,netral
aplikasi gabisa buka tulis eror udah tunggu mas gabisa uang nyangkut dana gimana,negatif
assalamu alaikum kalo daftar nya bikin akun akun ktp yg premium kalo mudah bikin premium nya,positif
guna aktif dana hak coba fitur dana cicil,negatif
kali chat support dana tetep gak bantu kendala keluh pakai banking,negatif
woii gimana sih kelas e wallet besar indonesia bisa ganggu parah udah tau lebaran prepare hadap client,negatif
saldo potong transaksi pending hubung ana suruh tunggu kendala mohon langsung terang gagal suruh tunggu,negatif
kendala ganti nomor kirim uang mohon baik dana yaaa eror,negatif
akun gak masuk ya kak masuk passkey solusi gimana saldo nyangkut,positif
apk nya gak isi dana konter uda masuk akun dana bom masuk top up k gak masuk nyampek gak apk redup aja lu,negatif
dana instan pakai minggu terang maaf kendala ya minggu kaya gitu,positif
error gatau pas gw top up game nya bilang error menggangu,negatif
saya kali kecewa aplikasi dana ada transaksi yg akun saya hubung via live chat jaring tindak,positif
saldo potong ga transaksi chat cs otomatis ga ngetik aplikasi naeh,negatif
gua saranin yg download apk mending ga dsn yg udah download mending hapus aja rekomendasi pake dana semenjak aplikasi muncul dana cicil nya gua hapus aja apk apk ga mutu,negatif
kak login kemarin pelihara hapus cache login,negatif
masuk udah verifikasi wajah pin udah tp gak masuk loadingnya bgt menit sampe,negatif
mau daftar udah masuk pin notif sistem sibuk mohon beres,positif
kirim no saldo dana potong tunggu jm si terima maksuk,negatif
tolong proses beli pulsa tingkat proses nya jam masuk pemberitahuan proses,negatif
kadang dana ngebug gk top up game gw rating jelek dibenerin terkadang eror,negatif
kecewa dana go plus masuk dana utama udah tarik lapor cs suruh nunggu maximal masuk kecewa,netral
makasih daftar nama moga bantu kondisi apa mudah,negatif
dana bisnis unduh qris nya pindah atur udah daftar dana udah premium tolong solusi,negatif
dana logouyt jaring stabil pake wifi login tulis jaring stabil,netral
nyaman aplikasi dana saldo debet dana cicil pt indonesia airawata finance hutang,negatif
maxtohub sih saldo potong transaksi pas cek email riwayat,negatif
update selesai transaksi tolong baik min thanks,positif
alam sya pakai dana kali bikin kecewa sya terima tf uang akun virtual singapura sinteldash udah hasil dana sisa saldo tambah cek aktivitas apa cek cs dana bales gitu doang umur kali bikin kecewa,negatif
moga mudah bonus nya sukses kendala nya dana plus,positif
tidak bagus ngirim nya lot udah pkai qris fitur sedia lh aplikasi bnyak gaya nih uninstal aja lh aplikasi,negatif
passkey pke aktif aktif passkey pke verifikasi wajah sma pin udh,negatif
min tolong maintenance banyak jam transaksi tolong maintenance d laku jam malam,negatif
apk ribet udah upgrade premium tetep g tf nama asli g muncul gimna sih mau,negatif
rugi ewalet dana bisa bayar untun kelazada aplikasi jelek mohon saudara yg dana tarik korban tipu aplikasi ewalet dana bayar pin uang habis gk tau mana lihat transaksi gk tau transaksi bayar kelazada untun mana pegawai teledor pembayara pin sukses terima kasih,negatif
kecawa banget transaksi jt pakai dana cicil cuman telat doang udah dilunasin ajuin udah beku kaya taiii emang transaksi jt aja bo ong tolong aktif fitur dana instan akun sya,positif
aplikasi nya bagus bagus nya ssorg ngambil saldo tampa pemberitahuan konfirmasi,negatif
tolong baik dana ken login susah cepat sih kendala gak,positif
alhamdulilah berkat dana tabung kwalitasnya jamin aman kendala apa terima kasih smoga depan lancar,positif
eror hilang yg premium premium coba sebab bikin kecewa,negatif
kasih bintang dana cicil pakai sedia limit,negatif
aplikasi dana eror alas nya yg buka aplikasi dana sprti tiktok lazada biarpun lgi guna tpi aplikasi nya tdk gampang eror aplikasi murah ya payah,negatif
upgrade gak kirim apa perintah suruh upgrade mulu,netral
tbtb langgan saldo sedot langgan tolong baik sistem kaya gin,negatif
aman jamin aktif paskey dana premium aja copet kali kali pakek dana,negatif
bagus bantu gratis tarik tunai transfer banyak dana cicil fungsi tolong bulan aktip dana pakai dana cicil percaya dana percaya,positif
kesini gak ngotak dana transaksi pake pulsa kalo wifi gak transaksi apl gila,negatif
mulai klo transaksi tunggu mohon baik ya cepat mahon maap kata kurung,positif
dana yaa suka ganggu scan qris seringkali transfer,negatif
biaya admin tf admin langgan tf aplikasi beda admin kirim kena admin hadehhh,negatif
susah transfer uang game dana lapor hasil saldo uang yg transfer aplikasi game,netral
mudah dg i fahami f itur fitur nyh transaksi cepat klw munculin fitur dana instan dana cicil biar komplit terimakasih dana,positif
kecewa app dana bayar tagih iconet status gagal saldo kurang potong jelas nya,negatif
apk nya bagus bingung daftar dana bisnis haru upgrade dana premium pdhl sudh upgrade dana premium,positif
kecewa sya masuk pdahal jaring bgs pdahal kerja usaha cba min tolong bantu lh min biar bsa dipke lgi akun dana,negatif
kurang salah kirim uang nomor dana yg aktif lapor kembali uang,negatif
kirim kode otp wa sms aja susah pake ribet gagal login dana tolong mudah,negatif
mantab cepat mudah hadiah nya yah min yg ngabuburich nya kirain lansung masuk otomatis saldo na nya,positif
kali saldo dana kuras tahu langgan aplikasi yg cantum kuras informasi akun dana,negatif
isi saldo dana biaya tambah masuk uang nya potong motong melulu,netral
apk gj orng make nomor sms suruh kirim kode verifikasi wa ga kasi pilih ya gabisa kocak,negatif
aplikasi lumayan bagus ganti sandi lumayan susah karna emang lupa sandi hubung ana dana gabisa udah dm sosmed bom bales sampe bantu ganti sandi kalo admin liat komentar mohon bantu ya kak sisa uang lumayan,netral
guna dana akun sedia filtur dana cicil filtur filtur keluar,negatif
ktp rusak belah duaa upgrade udah bayar rebu bae kaga kalo ga aktif ngapain d topup pas bayar ga d pake kocakkk,negatif
gimana ni dana pin masuk verifikasi wajah masuk tpi mas kode otp nomor dana ny aktip coba solusi ny bgai mna dana,negatif
emang hp yg masalah apk nya kali notif masuk bunyi nya kya gitu kya tittttt tolong baik ya,positif
bintang dlu fiturnx udah bagus dana cicil cuman kendalanx limitnx cman rb dana cicil gk pakei lgi pdahal tagih jatuh tempo mohon baik lgi,positif
aplikasi bagus transaksi proses cepat hitung detik kegunaanya,positif
mohon bug daftar selesai masukin nomor wa langsung suruh otp suruh otp nya aneh banget,negatif
udah cobain kali ttep gabisa hpus aplikasi udah koneksi bagus jaring lancar gtw kaya gitu mulu aneh,netral
top up e money rb transaksi dana hasil masuk pas cek e money saldo rb gimana si dana udah komplen cuekin,negatif
apk udah bagus pajak tf simpel make behh tap gw aja jahat wkwkwkwk,negatif
ganggu nih aplikasi ganggu ga buka tulis pelihara sistem hadeh,netral
bantu tolong konfirmasi ulang bayar yg nya otomatis potong biaya nya,positif
tolong gimana nya sya login akun dana mintak kode otp nomor sya aktip,negatif
baik lagi fitur ngga buka sinyal bagus,netral
udah upgrade gak saldo k kalu kirim masuk gilir narik gak gak ni sumpah,negatif
terima kasih apk dana digital mudah transaksi muda moga apk nya keren untung,positif
kali akun bobol orang beli pulsa sdh sy lapor respon dana mending hapus aja apk dana alami sy,negatif
muncul tulis koneksi internet putus jaring stabil susah transaksi,negatif
jelek daftar udh masukin no telepon trs pencet dri aplikasi gitu aja,negatif
ngisi dana transaksi ilegal tuju nasabah duit hilang ntah kmna udh percaya tpi udh gk percaya lg apk saran pake apk belah aja aman praktis udh orang mrasa rugi duit hilang gk dibalikin,negatif
baguss kurang nya isi shopee pay dana gpp bagus,positif
verifikasi melulu udah verifikasi ulang aja tolong dengar,positif
baru data udah dieprbairi proses gagal klw ga dieprbarui ga bs dipake aplikasi uang aplikasi gmn sih,positif
dana cicil ko blm pakai bayar listrik yg nya dana cicil status nya sedia tolong aktif,positif
tarik bintang duit ku hilang kaget rupa nya otomatis bayar microsoft power point rb ngak refund anak kuliah ngekost banget sakit hati banget,negatif
dana cicil udah kali pake gilir pake sedia bayar cicil nya udh lunass,positif
dana cicil limit gk habis scan wajah langsung menu terang hasil tidak,negatif
aplikasi kasih kendala dana cicil sedia pas bayar pinjam dana cicil lunas cair limit mohon bantu ya,positif
yang bener aja logout ga masuk gara gara jaring jaring aman,negatif
pake aplikasi dana bom fitur dana cicil nya apk dana emng bagus luarbiasa transaksi mana jenis bank ewalet,positif
kalo pake dana tipu ambil saldo alam saldo ambil tipu dr dana tanggung,negatif
puas gak bonus trouble q suka banget pakai dana mudah kerja q,positif
kemaren masukin data dgn fervikasi sttus cek kali ambil uang beli popok anak status cek,positif
aplikasi nya bagus cuman minus nggak unduh barcode qris dana bisnis unduh arah atur aplikasi mohon dana atas download barcode qris dana bisnis,negatif
sangat sayang aplikasi pakai orang refund tangan,negatif
banget hilang saldo bayar otomatis aktif langgan gaada yg tanggung,negatif
aplikasi gak bayar gagal saldo potong ngasih fitur dana cicil cicil pulsa cs pun bot yg gak guna,negatif
kecewa saat ngumpulin poin pas udah buka jam langsung stok habis pilih tukar jd ngumpulin poin angus gy aja,negatif
kenapa masuk aplikasi dana tulis jaring masalah ya dan tolong bantu,netral
kali kali coba top ap roblox top ap tolong baik,negatif
kesal top up bank bayar biaya admin potong app dana saldo masuk,netral
aplikasi dana ku dah minggu lihat aktivitas gk isi token saldo bingung nya,positif
tolong mudah masuk dana kode otp nya kartu hilang pin verifikasi wajah login dana,positif
aplikasi masalah dngan code qr eror suruh udsh baru udah restat udah hapus ccahe udah update udah smua banyak ubdate smakin gak beres,negatif
aplikasi bagus pas nukarin poin stok tukar pion habis,positif
hp oppo a dana buka mulu tulis dukung,negatif
kendala qris bilang gagal ngk jaring bla bla bla buka aplikasi lag banyak promo iklan ngk,positif
yth developer dana cicil limit ny mas telat bayar mohon,negatif
tiap transaksi bayar otomatis pakai dana cicil sdh hub pusat bantu tp tdk solusi,negatif
mantap mudah urus uang ambil mana ga bawa uang cash bawa hp aman jajan,positif
tolong riwayat transaksi nya mudah transaksi yg nga muncul,negatif
nya dana cicil muncul hapus aja fitur,negatif
cs males kerja bot ganti nomor aja susah nya ampun verifikasi email vidio selfi usul usaha ganti nomor hasil nya nihil,negatif
lancar sayang nya akun dana balum fitur dana cicil nya yg parah lot,positif
aplikasi jelek yg dana tahun fitur dana cicil ngk muncul yg suruh tungu kali lapor customer servis ngk ngotak apk nya keluh dana cicil suruh tunggu layan an jelek apk jelek sumpah nyesah transaksi apk dana,negatif
bisa saldo hilang k lucu cari aktivitas history ga apk macem aplikasi bawah ojk ga,negatif
error aplikasi buka mistery box gagal udah pek udah update udah clear chace reboot hp,netral
gak akun dana ganti nomor aja susah saldo akun gara gara nomor hilang,negatif
semenjak ad aplikasi dana jalan hidup ku sulit ber transaksi segi aplikasi dana sahabat sejati ku jalan ku nggak repot bawak uang kes jamin dgn aplikasi dana,positif
ganggu tolong guna ga nyaman kalo gin baik aplikasi iya karna orang yg transaksi sistem eror yg logis,netral
akun dana proteksi saldo dalam arah utk chat cs chat trnyta cs ai dsruh tunggu kabar arah masuk apk dana chat cs trnyta cs nya ai bantu oper kesana kemari danq arah akun tunggu info skrg dsruh tunggu utk buka akun yg beku uang mw kecewa berat,negatif
aplikasi nya update force closed min mohon di antisipasi,negatif
fitur dana cicil kalo hilang muncul,netral
sih oke yg nama orang apes hp ilang habis masuk nggk udah masuk pin verivikasi wajah yg bikin dongkol pake kode otp masuk mna orang hp kartu ilang mna isi lumayan gmna nggk pngin nang,negatif
update aplikasi force close terus tolong aplikasi dana sering kayak gin trus,positif
mudahh amann praktis sila biar gak nyesel aplikasi bantu,positif
jelek banget pakai transaksi lapor cs kirim email tp tanggap maret smpe,negatif
dana cicil muncul fiturnya pakai interaksi pake dana kalo gin mending ganti ewallet,netral
dana ya udah upgrade premium gak tf orang trus udah orang gak tf saya,negatif
saya meng upgrade premium qris meng upgrade masalah,negatif
tingkat aman saldo nya kurang notifikasi apa,netral
aktif dana cicil tolak transaksi terus kredit pinjam mana tolak apa,negatif
aplikasi ga ngotak udah premium gabisa transfer san lag bngt uang gua gabisa tarik pakai aplikasi mending aplikasi,positif
dana nya error tolak bayar udah isi gak bake bayar salah ku kesal,netral
gjls bgt upgrade premium udh bener nunggu eh bilang buka ku info nya udh bener,negatif
maaf dana nggak dipake ya min udah premium tolong min,negatif
dana suka tarik saldo dana bisnis uang tahan ribu bantu ana respon,negatif
aplikasi tarik nyimpan uang mudah ga ribet buru download dana,positif
udah pake apk dana gampang enak aja banget jadi tf dana saldo kurang x lipat bukti aktivitas nya tf x doang gimna,negatif
bintang kesel banget program pusat hadiah set jam wib tapi hadiah habis udah hari hari ngulang di jam yang bahkan baru ubah angka baru detik abis kecewa karna udah up premium saldo keluar tanpa dapat apa apa kalo voucher gapernah kepake kalo fitur bagus banget udah kupake tahun ntar kalo ngabuburichnya udah gak nyebelin kubalikkin bintang nya,negatif
min ko barusan dana hilang ga ku pake kemarin mas beli paket tinggal ga ku ilang kalo ga pake ngurang duit,netral
dana error mulu sih transaksi uang hilang kalo error tolong benerin sistem,negatif
dana ad fitur dana tpi pas narik dana gagal edintitas ga tarik mohon kompensasi nya,negatif
salah kenpa ganti no nya susah gak nerima kode otp no muncul,positif
mohon bantu sistem dana login akun dana udah verifikasi masuk pin tetep masuk tolong bantu dana lagih saldo dana nyah sayang,positif
aneh orang dana instan dana cicil muncul gak aneh pilih kaya gitu akun nya udah premium make nya udah trus transaksi gak muncul dana cicil ama dana instanya,negatif
kirim uang bank mandiri dana nya dana nya transaksi gagal coba cht ana cht dana ku transaksi maret april tolong dana bik kasihan saldo uang dlm msh tinggal banyakk,negatif
upgrade nya emang yaaa uang butuh ngirim upgrade,negatif
ga tukar point suka hati pdahal transaksi cape ngumpulin point fungsi,negatif
bantu login akun kode otf karna no aktip login no masuk kode sandi prifikasi wajah,positif
fitur dana cicil org guna dana fitur orang,positif
gak bayar hutang dana cicil cepat ban akun nya ngamplong nih aplikasi,negatif
pakai darurat bayar otomatis masuk pin aman kecewa,negatif
aplikasi muncul dana cicil transaksi aplikasi,negatif
aplikasi akun dana cepat mudah tpi baru dadi klo ambil duit,positif
lunas tagih dana cicil pakai gak fitur saldo sedia,negatif
apk jelek nggak download guwa apk aplikasi saldo hilang melul jelek banget dah apklkasi guwa top up pake reking udah masuk dana nggak saldo ya aneh,negatif
csnya bgs sgt tele mudah apk hrs ulang kali menjlskn keluh yg,negatif
gak opsi daftar guna langsung arah masuk nomer masuk pin gimana daftar,negatif
min mohon dana buka pakai kode otp nomer akun dana pakai blokir ganti pakai nomer gagal trus mohon bantu sana saldo sulit,netral
lot kendala cuaca pengaruh kak upgrade nya gimana ea kak kayak gk tulis upgrade,positif
buruk salah nomer bantu gagal pake apk bajak orang aman lapor ga bantu,negatif
nih ko ga masuk akun apa akun nomer dana coba baik nih apk burik,negatif
dana si gabisa buka nih tulis koneksi internet masalah mulu wifi gue lancar buka aplikasi gilir buka dana gabisa,negatif
kali kirim duit bca berat tolong baik aplikasi,negatif
transaksi juta juta smpai juta bulan limit pinjam orang yg tjarang transaksi dapet limit aneh,negatif
tp sdikit ribet karna masuk dana pakai kode otp klw kartu nya tda aktf lgi sandi dn scan wajah sdh mnurut ku,positif
layan cs nya jelek cs robot kendala akun tdk transfer akun bank solusi tunggu x jam,negatif
aplikasi gampang d bobol orang pemberitahuan via sms email rubah pin masuk langsung k akun dana ad aman,negatif
hapus akun ga ganti nomor susah pake dana premium ga gara akun premium no nya udah ga aktif,negatif
ok sipp alam yg senang mudah bayar lancar tuk terima,positif
server lu woy dana kena retas kah gmna cepet benerin lag ganggu kalo tf bank,negatif
gue ksh bintang gue suka biar up gue udh ga buka dana gue akun log gmn ya pdhl ganti no kartu sebelmnya udh ga kepake jd gabisa login,positif
kirim jt bank sukses masuk dana dana saldo tambah komplen komplen mana ga,negatif
aplikasi bagus nya bayar eror,positif
pusat bantu nggak kali solusi masalah jawab kakak maaf bingung jika detail potong biaya teknis saya saran kakak periksa cari informasi pusat bantu dana apakah bantu solusi masalah hadap beli saldo emas k masuk k,negatif
dana ngebug mulu premium gak bikin dana bisnis suruh premium premium tolong baik,negatif
transaksi qris sukses tp produk beli karna merchant terima bayar saldo potong balikin uang nya woi,negatif
sumpah nyesel upgrade premium dapetin coin nyesel banget ga kepake coinnya nyesel banget nuker coinnya pusat hadiah ga dapet mulu udh stay nungguin tetep ga dapet dapet kaya bodoh sumpah,negatif
ya jaring stabil tetep ga login jaring stabil,negatif
aplikasi tolol uda set kalo nomor ga aktif nerima kode otp nomer uda pencet nomor aktif,negatif
udah bulan aplikasi gk pake top up tarik tunai gimana solusi sya hapus aplikasi,negatif
kali mngalami transaksi pending nunggu jam urgen nunggu tolong baik,positif
makin eror check in telat pas,negatif
aplikasi buruk potong konfirmasi user next calon penguna inj aplikasi recomend uang elektronik kecewa,negatif
apk sih ga operasi jaring bagus kuota internet tolong baik perlu,netral
pakai dana fitur dana cicil muncul coba,negatif
puas sih fitur dana cicil nya udah lunas sedia padah,netral
nunggu proses daftar dacil ujung nya gk udah thn transaksi pke dana dasar apk gk,negatif
nomer bantu mint buka robotttt kalo salah kirim langsung cepat atas nomer daftar apk dana gak premium faktor ktp ygv udah daftar apusss minn kalo kirim uang nomer terima kirim dana tp upgrade premium tp terima kirim kirim lg batas hp akun bener nunggu verifikasi data upgrade,negatif
semangkin kacau aplikasi dana beli token mahal admin nya pas verifikasi wajah sulit enga wajah dah ganteng kamera kl kesel sy enga pake aplikasi dana,negatif
pake dana aman banget moga bagus dana satau nya q nabung ter satset gerat topup alvamidi,positif
dana dana cicil nya sedia fiturnya,negatif
akun fitur dana cicil akun premium udh transaksi pinjam apa,netral
isi saldo notifikasi nya aneh saldo uda habis notifikasi top up nya masuk aneh aneh,negatif
apk nya bagus kalo jaring gak lancar eror dadak tolong baik biyar bagus,positif
transaksi cepat mudah baik moga tahan guna pay market dana fungsional nya terimakasih,positif
fitur bagus sayang fitur dana cicil mohon bantu admin,positif
dana cicil pakai telat minggi ni udah pakai tolong min bantu buka dana cicil nya,positif
udah masukin data premium aja suruh nungguin banget prosas proses tulis an nya apk jelek,negatif
pas proses transaksi eror nya beli minecraft top up game eror uang nya pas,netral
bingung dgn aplikasi dana akun sy sedia fitur dana cicil paylater sdh apk hr transaksi dana,netral
udah upgrade dana premium knpa gk transef uang bank klo tekan kirimke bank suruh upgrade upgrade,negatif
transfer dana rekening bri uang masuk rekening aplikasi dana proses hasil kasih keluh mana komplenya aplikasi susah banget komplenya uang pakai macet ngga,negatif
enak tpi ngebug gak masuk aplikasi nya,netral
suara notifikasi nya hilang suara teeet gitu aja mohon baik,positif
ga pindah akun gagal trus hubung cs diya ulang mulu kirim data video selfi kedip mata pertanyaanya ulang mulu suruh nunggu catat kami aktif apakah hubung live agent nunggu udah kali situ eh pertanyaanya ulang jam,negatif
kenapa cair dana instan gagal pada limit pinjam dan penbayaran jga tolong,negatif
ni dana aneh aja kaga kaga duit orang iya gw kaga langgan saldo dana kurang aneh kembali nggak duit tinggal pas an udh prcya bikin nyesek,negatif
aplikasi nya bagus fitur nya lengkap pertahananin aplikasi bantu gak ribet,positif
aplikasi lelet transaksi nilai bintang ajah tolong coba baik,negatif
aplikasi nya bantu akun aplikasi dana akses menu dana cicil,positif
yg download dana top up game kalo udah ngisi saldo dana udah ku jalan atur top up dana nya ujung ujung nya dana nya gk kirim buang buang uang udah ber kali kali coba teman teman ku yg pake dana aja tulis nya dana tolak bayar,negatif
aneh akun dana gitu masuk nomor hp langsung pin akun dana pin coba,negatif
jelek banget buruk upgrade premium gagal kendala akun pakai orang kenal,negatif
konyol banget kode qris gak jaring saldo aman bikin gak nyaman aja dah pakai dana,negatif
dana aplikasi top up dana k top up game freefire k k masak tinggal k dana buruk aplikasi garansi uang,negatif
tolong kualitas nya tingkat terkadang transaksi aplikasi eror kendala,negatif
dana udah premium dana cicil aktif limit gak bisah pake udah email gak balas,negatif
dngok bayar steam aja ga verifikasi a gagal muly udh kirim screenshot gak bantu,negatif
kalo hadiah ga klaim ga adain reward hari minggu bulan bikin baper doang niatin yg bener,netral
maaf bintang rangin suka ngeleg kirim pas buka apl suka kluar eror gitu sistem nya,positif
mudah sulit sulit belit efektif terima kasih aplikasi dana,positif
udah susah daftar dana cicil nunggu eh gak dipake gak dipake dana cicil php,negatif
sengaja kasih bintang baca yaa voucher gratis transaksi pas transaksi ga tolong baik,positif
transaksi e wallet akun premium alas nya akun upgrade,negatif
udah masuk pin udah lolos verifikasi wajah tetep aja gak login,netral
topup virtual bank permata status hasil sampe saldo masuk masuk tolong butuh uang nang banget,negatif
apk nya bagus sih top up pas gw ambil hadiah dana deals ngeleg jaring gw udah enak banget loh,positif
apk dana skrg aman tipu mudah kelabu dana tanggung jwb kode otp langsung dana jebol bersengkol dgn hak tipu,negatif
dana selesai bukti filenya menyelsaikan masalah langsung debet oke layan,netral
saya akun telat bayar angsur dana cicil lunas angsur nya,netral
apk nya ngebug pdhl udah ikut syarat tf tp tetep aj gbisa suruh upgrade udah upgrade,netral
trx qris masukin kode otp cuman muter aja masukin kode otp kode otp nya udah lapor ttp aja gak progress,negatif
akun ktp daftar akun msalhnya hp nya hilang pindah data akun,negatif
gercep resin keluh guna moga tingkat rua penuh aman guna,positif
dana cicil muncul mending muncul premium dana premium,negatif
aplikasi bug udah dana premium aja gak transfer aneh banget,negatif
beli pulsa aplikasi dana pulsnya ngak pakai masuk nomor saldo potong dana kalo gin rugi orang,negatif
tolong baik kendala masuk aplikasi tagih bayar pakai pinjam online,positif
saldo hilang bilang duga tipu trus duga tipu ambil saldo enak nalar sih dana parah banget,negatif
ini ngebug mo top up padahal limit saldo,negatif
dana kesini sering error kacau tolong baik min untuk prihal baharu mengupdate telat maaf,positif
nomer dana gak aktif vermuk yg akun nya gak verifikasi nomer nomer nya gak aktif min min tolong,negatif
ya dana gabisa dipake transaksi pdhal sinyal bagus tpi tulis antri mulu,positif
satu indonesia tipu event ngabuburit rb upduet premium bayangin seluruh orang guna apk se indonesia beli dari point akun ga kurang ada event sampah untung bot emang ga hadiah nya php jadi inti nya seluruh rakyat indonesia yang menggukan aplikasi ini kasih thr ke dana dengan beli premium rb kali bayangin orang tipu,negatif
awas hati tolong kdm tipu kedok no dana transaksi dana bantu tanggulang sangsi no tipu yg bukti pelihara no no dana tipu berantas exe kus,negatif
diupdate g bs bayar scan qris muter doank jgn salah internet gue ya clear cache restart hp solusi,negatif
aplikasi bagus dana cicil bayar muncul layar kalo telat bayar,positif
app yg bagus mudah transaksi transfer nominal,positif
aplikasi gak mikirin nyaman guna nya banyak fitur bikin berat buka riwayat aktivitas aja kadang kadang loading banget kadang gak lihat gak refresh transaksi andai sih kasih rating bintang nol sih kasih rating tu kayak gak terima aja hati aplikasi busuk,negatif
aplikasi bantu butuh dana desak proses aplikasi cepat ktp cair lumayan cepat namun bunga banding platform bayar tagih mudah pilih kanal bayar moga depan transparan biaya tambah cara muas situasi darurat,positif
aplikasi jelek selesai problem lambat buka akun top up tuju krim uang adik pas eh krena alas upgrade upgrade akun hpus akun proses jalan ai ana jelek tangan,negatif
saya top up atm sama masuk kecewa kali mna nominal pla tolong proses kembali a cepat,netral
gak ni apk scan barcode aja susa bnget sinyal bagus ganggu truss,negatif
apasih dana eror ginii gabisa pencet butuh banget transfer paksa ngutang dibenerin nih aplikasi,negatif
aplikasi nya sangat bangus untuk transaksi beli mana proses cepat bagus sya kase bintang kurang nya di aplikasi nya muncul tiba dana cicil upgrade sudah muncul tiba,netral
responya lambat penanganya ga mula bingung akun hack lapor proses kecewa banget rugi jelas ngambang dana hilang nasib nasib,negatif
aplikasi dana skrg jelek ko udah download login login terus sinyal udah manteng kuat bgt paki wifi gitu tiap login login terus aja gitu coba uniinstal instal ulang coba login mas login kecewa bgt,negatif
pribadi dana bagus bagus aja transaksi transfer transaksi nya terkadang bukti notifikasi nya lambat contoh transfer masuk bukti notifikasi lambat muncul layar hape real time tolong baik,positif
saldo gw woi udh ngisi nomor nya udh bener aja g masuk ngisi pulsa listik ga masuk saldo potong tolong,negatif
apk buruk langgan apk login apk gak kode smsnya uang ambil,negatif
ganti nomor akun premium nomor nomor akun nya saldo pas udah ganti nomor akun saldo nya gimana nih min,positif
aplikasi ken upgrade premium cuman cepet,negatif
download kalo gak duit hilang aplikasi jelek logout masuk gak sandi pakai sken wajah deteksi tolong baik karna dalam uang,negatif
chatt via aplikasi ya pakai sistem balas cepat jawab nggak sesuai keluh guna akun bisnis mending baik deh sistem udah kali kali update aplikasi,negatif
sekian gak login sekali login hilang saldo juta emang apk gak amanah,negatif
